Recency,Frequency,Monetarry,Cluster,HC_Cluster,DBSCAN_Cluster_025,DBSCAN_Cluster_03,DBSCAN_Cluster_035,DBSCAN_Cluster_040,GMM_Cluster,Customer_Segment,KMeans_cluster
334,1,311.71,3,1,0,0,0,0,3,Low-Value Customers,3
53,1,208.75,1,2,0,0,0,0,3,Regular Customers,1
39,3,1049.7,1,2,0,0,0,0,1,Regular Customers,1
32,2,714.96,1,2,0,0,0,0,3,Regular Customers,1
366,4,1661.06,3,1,-1,0,0,0,0,Low-Value Customers,3
208,1,1028.56,3,1,0,0,0,0,3,Low-Value Customers,3
157,3,350.82,3,1,0,0,0,0,3,Low-Value Customers,3
54,1,170.22,1,2,0,0,0,0,3,Regular Customers,1
66,2,574.07,1,2,0,0,0,0,3,Regular Customers,1
81,1,2020.52,1,2,0,0,0,0,1,Regular Customers,1
130,1,406.09,1,2,0,0,0,0,3,Regular Customers,1
87,1,364.5,1,2,0,0,0,0,3,Regular Customers,1
1,3,563.94,1,2,0,0,0,0,1,Regular Customers,1
46,1,393.54,1,2,0,0,0,0,3,Regular Customers,1
333,1,252.42,3,1,0,0,0,0,3,Low-Value Customers,3
366,1,201.6,3,1,0,0,0,0,3,Low-Value Customers,3
72,1,158.04,1,2,0,0,0,0,3,Regular Customers,1
158,2,463.91,3,1,0,0,0,0,3,Low-Value Customers,3
373,1,115.65,3,1,0,0,0,0,3,Low-Value Customers,3
12,7,1934.66,1,2,0,0,0,0,1,Regular Customers,1
255,2,770.12,3,1,0,0,0,0,3,Low-Value Customers,3
29,2,277.05,1,2,0,0,0,0,3,Regular Customers,1
31,10,2718.03,1,2,0,0,0,0,1,Regular Customers,1
5,21,8347.2,0,2,0,0,0,0,0,High-Value Customers,0
40,1,427.93,1,2,0,0,0,0,3,Regular Customers,1
362,1,418.92,3,1,0,0,0,0,3,Low-Value Customers,3
373,1,326.0,3,1,0,0,0,0,3,Low-Value Customers,3
96,2,913.19,1,2,0,0,0,0,3,Regular Customers,1
26,7,2314.32,1,2,0,0,0,0,1,Regular Customers,1
75,2,602.51,1,2,0,0,0,0,3,Regular Customers,1
57,4,1877.59,1,2,0,0,0,0,1,Regular Customers,1
21,1,446.94000000000005,1,2,0,0,0,0,3,Regular Customers,1
41,7,2386.05,1,2,0,0,0,0,1,Regular Customers,1
137,1,2007.4,1,2,0,0,0,0,0,Regular Customers,1
8,12,2415.91,1,2,0,0,0,0,0,Regular Customers,1
129,1,168.0,1,2,0,0,0,0,3,Regular Customers,1
40,3,1221.56,1,2,0,0,0,0,1,Regular Customers,1
169,7,3703.29,3,1,0,0,0,0,0,Low-Value Customers,3
9,5,1690.2600000000002,1,2,0,0,0,0,1,Regular Customers,1
214,2,596.85,3,1,0,0,0,0,3,Low-Value Customers,3
15,6,5955.71,1,2,0,0,0,0,0,Regular Customers,1
170,2,642.41,3,1,0,0,0,0,3,Low-Value Customers,3
40,1,316.88,1,2,0,0,0,0,3,Regular Customers,1
186,1,394.14,3,1,0,0,0,0,3,Low-Value Customers,3
270,1,140.54,3,1,0,0,0,0,3,Low-Value Customers,3
172,1,500.0,3,1,0,0,0,0,3,Low-Value Customers,3
5,4,1535.53,1,2,0,0,0,0,1,Regular Customers,1
16,2,231.86,1,2,0,0,0,0,3,Regular Customers,1
10,4,2183.54,1,2,0,0,0,0,1,Regular Customers,1
326,1,107.45,3,1,0,0,0,0,3,Low-Value Customers,3
113,1,288.18,1,2,0,0,0,0,3,Regular Customers,1
290,1,94.0,3,1,0,0,0,0,3,Low-Value Customers,3
16,2,1345.53,1,2,0,0,0,0,1,Regular Customers,1
1,3,815.77,1,2,0,0,0,0,1,Regular Customers,1
92,5,716.2,1,2,0,0,0,0,1,Regular Customers,1
149,2,626.77,3,1,0,0,0,0,3,Low-Value Customers,3
189,1,349.1,3,1,0,0,0,0,3,Low-Value Customers,3
31,3,510.71,1,2,0,0,0,0,1,Regular Customers,1
34,4,1046.74,1,2,0,0,0,0,1,Regular Customers,1
264,1,267.18,3,1,0,0,0,0,3,Low-Value Customers,3
84,9,3450.84,1,2,0,0,0,0,0,Regular Customers,1
26,4,1348.93,1,2,0,0,0,0,1,Regular Customers,1
171,1,190.53,3,1,0,0,0,0,3,Low-Value Customers,3
10,3,774.9000000000001,1,2,0,0,0,0,1,Regular Customers,1
313,1,559.61,3,1,0,0,0,0,3,Low-Value Customers,3
65,4,3984.32,1,2,0,0,0,0,0,Regular Customers,1
85,1,508.8,1,2,0,0,0,0,3,Regular Customers,1
25,1,135.86,1,2,0,0,0,0,3,Regular Customers,1
59,4,950.36,1,2,0,0,0,0,1,Regular Customers,1
323,2,97.7,3,1,0,0,0,0,3,Low-Value Customers,3
38,1,43.5,1,2,0,0,0,0,3,Regular Customers,1
254,2,383.34,3,1,0,0,0,0,3,Low-Value Customers,3
19,5,1404.07,1,2,0,0,0,0,1,Regular Customers,1
33,3,1430.54,1,2,0,0,0,0,1,Regular Customers,1
15,1,93.78,1,2,0,0,0,0,3,Regular Customers,1
27,2,397.35,1,2,0,0,0,0,3,Regular Customers,1
23,1,171.19,1,2,0,0,0,0,3,Regular Customers,1
214,2,533.3,3,1,0,0,0,0,3,Low-Value Customers,3
8,5,1041.48,1,2,0,0,0,0,1,Regular Customers,1
22,1,149.29,1,2,0,0,0,0,3,Regular Customers,1
12,3,1067.75,1,2,0,0,0,0,1,Regular Customers,1
262,1,200.16,3,1,0,0,0,0,3,Low-Value Customers,3
131,1,156.57999999999998,1,2,0,0,0,0,3,Regular Customers,1
55,3,383.68,1,2,0,0,0,0,1,Regular Customers,1
249,1,594.0,3,1,0,0,0,0,3,Low-Value Customers,3
2,7,3213.59,1,2,0,0,0,0,1,Regular Customers,1
9,2,1411.21,1,2,0,0,0,0,1,Regular Customers,1
264,1,113.5,3,1,0,0,0,0,3,Low-Value Customers,3
331,1,155.17,3,1,0,0,0,0,3,Low-Value Customers,3
313,1,494.64,3,1,0,0,0,0,3,Low-Value Customers,3
26,3,974.52,1,2,0,0,0,0,1,Regular Customers,1
30,1,429.84,1,2,0,0,0,0,3,Regular Customers,1
30,3,528.48,1,2,0,0,0,0,1,Regular Customers,1
2,7,1371.77,1,2,0,0,0,0,1,Regular Customers,1
362,1,179.1,3,1,0,0,0,0,3,Low-Value Customers,3
283,3,434.59,3,1,0,0,0,0,3,Low-Value Customers,3
262,1,237.07,3,1,0,0,0,0,3,Low-Value Customers,3
25,1,161.64,1,2,0,0,0,0,3,Regular Customers,1
354,1,214.26,3,1,0,0,0,0,3,Low-Value Customers,3
94,3,234.6,1,2,0,0,0,0,1,Regular Customers,1
29,1,126.14,1,2,0,0,0,0,3,Regular Customers,1
338,1,1044.65,3,1,0,0,0,0,3,Low-Value Customers,3
20,18,7354.62,0,2,0,0,0,0,0,High-Value Customers,0
85,1,334.53,1,2,0,0,0,0,3,Regular Customers,1
9,3,524.88,1,2,0,0,0,0,1,Regular Customers,1
51,2,467.51,1,2,0,0,0,0,3,Regular Customers,1
50,2,538.55,1,2,0,0,0,0,3,Regular Customers,1
2,1,454.48,1,2,0,0,0,0,3,Regular Customers,1
113,1,371.56,1,2,0,0,0,0,3,Regular Customers,1
14,7,1771.2,1,2,0,0,0,0,1,Regular Customers,1
77,1,454.11,1,2,0,0,0,0,3,Regular Customers,1
40,2,1399.92,1,2,0,0,0,0,1,Regular Customers,1
116,1,905.5,1,2,0,0,0,0,3,Regular Customers,1
16,12,10879.76,0,2,0,0,0,0,0,High-Value Customers,0
161,4,225.26,3,1,0,0,0,0,0,Low-Value Customers,3
1,4,3590.41,1,2,0,0,0,0,1,Regular Customers,1
30,3,2564.5,1,2,0,0,0,0,1,Regular Customers,1
93,1,91.32,1,2,0,0,0,0,3,Regular Customers,1
23,3,1134.28,1,2,0,0,0,0,1,Regular Customers,1
95,6,3100.09,1,2,0,0,0,0,1,Regular Customers,1
28,2,659.4599999999999,1,2,0,0,0,0,3,Regular Customers,1
33,5,1953.41,1,2,0,0,0,0,1,Regular Customers,1
21,2,1280.58,1,2,0,0,0,0,1,Regular Customers,1
18,2,1262.2,1,2,0,0,0,0,1,Regular Customers,1
3,27,13316.4,0,2,-1,-1,0,0,2,High-Value Customers,0
8,4,1131.56,1,2,0,0,0,0,1,Regular Customers,1
16,11,10384.93,1,2,0,0,0,0,0,Regular Customers,1
363,1,141.04,3,1,0,0,0,0,3,Low-Value Customers,3
81,1,52.83,1,2,0,0,0,0,3,Regular Customers,1
53,5,3610.96,1,2,0,0,0,0,1,Regular Customers,1
23,3,972.08,1,2,0,0,0,0,1,Regular Customers,1
172,1,475.86,3,1,0,0,0,0,3,Low-Value Customers,3
189,6,1000.27,3,1,0,0,0,0,0,Low-Value Customers,3
331,1,250.0,3,1,0,0,0,0,3,Low-Value Customers,3
12,5,900.53,1,2,0,0,0,0,1,Regular Customers,1
156,2,121.0,3,1,0,0,0,0,3,Low-Value Customers,3
33,19,14758.22,0,2,-1,-1,-1,0,0,High-Value Customers,0
12,10,4023.72,1,2,0,0,0,0,1,Regular Customers,1
45,3,62.43,1,2,0,0,0,0,1,Regular Customers,1
233,1,267.03,3,1,0,0,0,0,3,Low-Value Customers,3
64,8,1921.55,1,2,0,0,0,0,1,Regular Customers,1
2,1,343.5,1,2,0,0,0,0,3,Regular Customers,1
40,7,3000.2,1,2,0,0,0,0,1,Regular Customers,1
33,2,397.99,1,2,0,0,0,0,3,Regular Customers,1
84,1,412.0100000000001,1,2,0,0,0,0,3,Regular Customers,1
25,1,440.0,1,2,0,0,0,0,3,Regular Customers,1
2,3,734.37,1,2,0,0,0,0,1,Regular Customers,1
33,2,148.44,1,2,0,0,0,0,3,Regular Customers,1
19,8,2428.53,1,2,0,0,0,0,1,Regular Customers,1
254,1,229.33,3,1,0,0,0,0,3,Low-Value Customers,3
23,11,3962.6,1,2,0,0,0,0,1,Regular Customers,1
22,4,1497.31,1,2,0,0,0,0,1,Regular Customers,1
8,2,1972.39,1,2,0,0,0,0,1,Regular Customers,1
25,4,1564.73,1,2,0,0,0,0,1,Regular Customers,1
19,3,807.57,1,2,0,0,0,0,1,Regular Customers,1
173,4,502.9,3,1,0,0,0,0,0,Low-Value Customers,3
163,1,110.92,3,1,0,0,0,0,3,Low-Value Customers,3
7,1,538.46,1,2,0,0,0,0,3,Regular Customers,1
11,1,213.3,1,2,0,0,0,0,3,Regular Customers,1
114,1,85.13000000000001,1,2,0,0,0,0,3,Regular Customers,1
288,1,127.86,3,1,0,0,0,0,3,Low-Value Customers,3
9,9,3546.71,1,2,0,0,0,0,1,Regular Customers,1
54,2,288.97,1,2,0,0,0,0,3,Regular Customers,1
7,14,4910.6,0,2,0,0,0,0,0,High-Value Customers,0
77,3,1681.46,1,2,0,0,0,0,1,Regular Customers,1
4,4,575.63,1,2,0,0,0,0,1,Regular Customers,1
37,1,436.06,1,2,0,0,0,0,3,Regular Customers,1
217,1,90.12,3,1,0,0,0,0,3,Low-Value Customers,3
60,1,428.93,1,2,0,0,0,0,3,Regular Customers,1
278,1,217.2,3,1,0,0,0,0,3,Low-Value Customers,3
12,16,4794.86,0,2,0,0,0,0,0,High-Value Customers,0
24,1,279.77,1,2,0,0,0,0,3,Regular Customers,1
29,1,468.91,1,2,0,0,0,0,3,Regular Customers,1
12,4,800.59,1,2,0,0,0,0,1,Regular Customers,1
352,1,134.55,3,1,0,0,0,0,3,Low-Value Customers,3
22,4,1400.44,1,2,0,0,0,0,1,Regular Customers,1
50,2,173.16,1,2,0,0,0,0,3,Regular Customers,1
19,1,186.01,1,2,0,0,0,0,3,Regular Customers,1
3,3,758.29,1,2,0,0,0,0,1,Regular Customers,1
104,5,1375.71,1,2,0,0,0,0,1,Regular Customers,1
7,12,4148.82,1,2,0,0,0,0,1,Regular Customers,1
12,4,650.4300000000001,1,2,0,0,0,0,1,Regular Customers,1
5,7,2533.42,1,2,0,0,0,0,1,Regular Customers,1
32,2,591.1899999999999,1,2,0,0,0,0,3,Regular Customers,1
178,4,675.64,3,1,0,0,0,0,0,Low-Value Customers,3
38,1,921.37,1,2,0,0,0,0,1,Regular Customers,1
151,3,258.88,3,1,0,0,0,0,3,Low-Value Customers,3
162,1,127.1,3,1,0,0,0,0,3,Low-Value Customers,3
69,2,327.6,1,2,0,0,0,0,3,Regular Customers,1
121,13,3675.77,1,1,-1,-1,-1,0,0,Regular Customers,1
25,3,682.9100000000001,1,2,0,0,0,0,1,Regular Customers,1
24,4,720.86,1,2,0,0,0,0,1,Regular Customers,1
177,1,455.3,3,1,0,0,0,0,3,Low-Value Customers,3
50,4,913.68,1,2,0,0,0,0,1,Regular Customers,1
256,3,478.53,3,1,0,0,0,0,3,Low-Value Customers,3
47,1,388.58,1,2,0,0,0,0,3,Regular Customers,1
71,1,199.8,1,2,0,0,0,0,3,Regular Customers,1
16,5,1771.78,1,2,0,0,0,0,1,Regular Customers,1
101,5,1406.59,1,2,0,0,0,0,1,Regular Customers,1
35,1,324.57,1,2,0,0,0,0,3,Regular Customers,1
53,1,240.68,1,2,0,0,0,0,3,Regular Customers,1
27,2,761.74,1,2,0,0,0,0,3,Regular Customers,1
11,14,6776.56,0,2,0,0,0,0,0,High-Value Customers,0
8,9,1297.87,1,2,0,0,0,0,1,Regular Customers,1
79,1,48.48,1,2,0,0,0,0,3,Regular Customers,1
52,1,216.39,1,2,0,0,0,0,3,Regular Customers,1
36,5,1198.23,1,2,0,0,0,0,1,Regular Customers,1
61,9,2920.16,1,2,0,0,0,0,1,Regular Customers,1
337,1,104.76,3,1,0,0,0,0,3,Low-Value Customers,3
28,4,1093.68,1,2,0,0,0,0,1,Regular Customers,1
184,1,298.48,3,1,0,0,0,0,3,Low-Value Customers,3
52,1,112.46,1,2,0,0,0,0,3,Regular Customers,1
10,13,1591.45,1,2,0,0,0,0,0,Regular Customers,1
36,2,195.15,1,2,0,0,0,0,3,Regular Customers,1
10,23,10399.74,0,2,-1,0,0,0,0,High-Value Customers,0
33,4,776.851,1,2,0,0,0,0,1,Regular Customers,1
11,1,336.40000000000003,1,2,0,0,0,0,3,Regular Customers,1
57,3,1553.18,1,2,0,0,0,0,1,Regular Customers,1
4,4,1293.03,1,2,0,0,0,0,1,Regular Customers,1
43,9,3709.56,1,2,0,0,0,0,1,Regular Customers,1
141,1,301.03,1,1,0,0,0,0,3,Regular Customers,1
117,4,588.13,1,2,0,0,0,0,0,Regular Customers,1
104,4,1534.26,1,2,0,0,0,0,1,Regular Customers,1
75,2,675.8,1,2,0,0,0,0,3,Regular Customers,1
5,9,2870.24,1,2,0,0,0,0,1,Regular Customers,1
45,2,1186.35,1,2,0,0,0,0,1,Regular Customers,1
16,8,3285.31,1,2,0,0,0,0,1,Regular Customers,1
17,1,243.55,1,2,0,0,0,0,3,Regular Customers,1
90,2,724.76,1,2,0,0,0,0,3,Regular Customers,1
53,1,223.36,1,2,0,0,0,0,3,Regular Customers,1
134,1,425.32,1,2,0,0,0,0,3,Regular Customers,1
4,15,12416.11,0,2,0,0,0,0,0,High-Value Customers,0
105,4,1887.2,1,2,0,0,0,0,1,Regular Customers,1
192,3,664.0,3,1,0,0,0,0,3,Low-Value Customers,3
166,4,803.54,3,1,0,0,0,0,0,Low-Value Customers,3
19,1,612.01,1,2,0,0,0,0,3,Regular Customers,1
158,3,447.64,3,1,0,0,0,0,3,Low-Value Customers,3
204,2,639.5,3,1,0,0,0,0,3,Low-Value Customers,3
336,2,816.0,3,1,0,0,0,0,3,Low-Value Customers,3
37,3,646.3,1,2,0,0,0,0,1,Regular Customers,1
91,1,337.74,1,2,0,0,0,0,3,Regular Customers,1
93,2,877.4399999999999,1,2,0,0,0,0,3,Regular Customers,1
9,2,922.53,1,2,0,0,0,0,1,Regular Customers,1
243,1,560.67,3,1,0,0,0,0,3,Low-Value Customers,3
45,4,748.5,1,2,0,0,0,0,1,Regular Customers,1
23,1,30.0,1,2,0,0,0,0,3,Regular Customers,1
190,5,1024.1,3,1,0,0,0,0,0,Low-Value Customers,3
44,1,306.45,1,2,0,0,0,0,3,Regular Customers,1
25,9,1600.86,1,2,0,0,0,0,1,Regular Customers,1
317,2,309.8,3,1,0,0,0,0,3,Low-Value Customers,3
106,1,138.14,1,2,0,0,0,0,3,Regular Customers,1
51,1,386.43,1,2,0,0,0,0,3,Regular Customers,1
168,2,2222.21,3,1,0,0,0,0,0,Low-Value Customers,3
40,1,301.32,1,2,0,0,0,0,3,Regular Customers,1
218,1,76.32000000000001,3,1,0,0,0,0,3,Low-Value Customers,3
40,4,684.34,1,2,0,0,0,0,1,Regular Customers,1
297,1,173.05,3,1,0,0,0,0,3,Low-Value Customers,3
19,7,2657.13,1,2,0,0,0,0,1,Regular Customers,1
88,4,2726.23,1,2,0,0,0,0,1,Regular Customers,1
73,5,2446.6,1,2,0,0,0,0,1,Regular Customers,1
81,3,323.69,1,2,0,0,0,0,1,Regular Customers,1
19,3,3435.76,1,2,0,0,0,0,1,Regular Customers,1
49,1,657.23,1,2,0,0,0,0,1,Regular Customers,1
53,1,352.7,1,2,0,0,0,0,3,Regular Customers,1
24,4,781.28,1,2,0,0,0,0,1,Regular Customers,1
9,3,1333.68,1,2,0,0,0,0,1,Regular Customers,1
25,5,1426.16,1,2,0,0,0,0,1,Regular Customers,1
117,1,193.75,1,2,0,0,0,0,3,Regular Customers,1
9,9,2993.1,1,2,0,0,0,0,1,Regular Customers,1
120,2,254.1,1,2,0,0,0,0,3,Regular Customers,1
4,2,239.76,1,2,0,0,0,0,3,Regular Customers,1
252,1,136.8,3,1,0,0,0,0,3,Low-Value Customers,3
28,1,191.04,1,2,0,0,0,0,3,Regular Customers,1
1,14,6479.4,0,2,0,0,0,0,0,High-Value Customers,0
267,2,409.98,3,1,0,0,0,0,3,Low-Value Customers,3
33,8,2711.11,1,2,0,0,0,0,1,Regular Customers,1
18,1,309.65,1,2,0,0,0,0,3,Regular Customers,1
172,2,696.68,3,1,0,0,0,0,3,Low-Value Customers,3
2,4,1529.0,1,2,0,0,0,0,1,Regular Customers,1
265,1,211.5,3,1,0,0,0,0,3,Low-Value Customers,3
140,4,2293.62,1,1,0,0,0,0,0,Regular Customers,1
201,1,143.1,3,1,0,0,0,0,3,Low-Value Customers,3
64,4,1060.56,1,2,0,0,0,0,1,Regular Customers,1
35,4,916.98,1,2,0,0,0,0,1,Regular Customers,1
41,7,3235.25,1,2,0,0,0,0,1,Regular Customers,1
284,1,133.25,3,1,0,0,0,0,3,Low-Value Customers,3
9,5,1072.36,1,2,0,0,0,0,1,Regular Customers,1
143,2,356.7,1,1,0,0,0,0,3,Regular Customers,1
12,2,330.03000000000003,1,2,0,0,0,0,3,Regular Customers,1
146,4,1101.11,1,1,0,0,0,0,0,Regular Customers,1
234,1,150.3,3,1,0,0,0,0,3,Low-Value Customers,3
33,13,5030.07,1,2,0,0,0,0,0,Regular Customers,1
24,1,598.73,1,2,0,0,0,0,3,Regular Customers,1
12,1,471.4,1,2,0,0,0,0,3,Regular Customers,1
36,5,2211.21,1,2,0,0,0,0,1,Regular Customers,1
365,1,190.7,3,1,0,0,0,0,3,Low-Value Customers,3
201,2,218.25,3,1,0,0,0,0,3,Low-Value Customers,3
15,1,415.25,1,2,0,0,0,0,3,Regular Customers,1
17,7,5159.06,1,2,0,0,0,0,0,Regular Customers,1
213,1,85.0,3,1,0,0,0,0,3,Low-Value Customers,3
66,3,1120.88,1,2,0,0,0,0,1,Regular Customers,1
212,2,294.12,3,1,0,0,0,0,3,Low-Value Customers,3
283,1,162.3,3,1,0,0,0,0,3,Low-Value Customers,3
115,2,1339.45,1,2,0,0,0,0,1,Regular Customers,1
15,8,1188.12,1,2,0,0,0,0,1,Regular Customers,1
19,16,4812.42,0,2,0,0,0,0,0,High-Value Customers,0
66,1,449.12,1,2,0,0,0,0,3,Regular Customers,1
49,1,154.88,1,2,0,0,0,0,3,Regular Customers,1
16,4,775.96,1,2,0,0,0,0,1,Regular Customers,1
78,1,34.8,1,2,0,0,0,0,3,Regular Customers,1
19,4,1094.59,1,2,0,0,0,0,1,Regular Customers,1
134,1,196.88,1,2,0,0,0,0,3,Regular Customers,1
13,3,946.64,1,2,0,0,0,0,1,Regular Customers,1
40,1,144.36,1,2,0,0,0,0,3,Regular Customers,1
235,3,44534.3,0,0,-1,-1,-1,-1,0,High-Value Customers,0
3,8,2463.05,1,2,0,0,0,0,1,Regular Customers,1
40,7,2626.6,1,2,0,0,0,0,1,Regular Customers,1
305,1,79.2,3,1,0,0,0,0,3,Low-Value Customers,3
51,3,458.57,1,2,0,0,0,0,1,Regular Customers,1
10,6,2364.25,1,2,0,0,0,0,1,Regular Customers,1
61,4,528.01,1,2,0,0,0,0,1,Regular Customers,1
66,2,714.42,1,2,0,0,0,0,3,Regular Customers,1
25,1,205.25,1,2,0,0,0,0,3,Regular Customers,1
218,3,253.04,3,1,0,0,0,0,3,Low-Value Customers,3
65,2,583.75,1,2,0,0,0,0,3,Regular Customers,1
32,2,1086.92,1,2,0,0,0,0,1,Regular Customers,1
88,6,3279.97,1,2,0,0,0,0,1,Regular Customers,1
64,1,315.06,1,2,0,0,0,0,3,Regular Customers,1
116,3,621.8299999999999,1,2,0,0,0,0,3,Regular Customers,1
7,25,56252.72,0,0,-1,-1,-1,-1,2,High-Value Customers,0
6,1,635.6800000000001,1,2,0,0,0,0,3,Regular Customers,1
69,1,270.8,1,2,0,0,0,0,3,Regular Customers,1
245,1,104.9,3,1,0,0,0,0,3,Low-Value Customers,3
133,1,241.62,1,2,0,0,0,0,3,Regular Customers,1
241,4,1047.11,3,1,0,0,0,0,0,Low-Value Customers,3
184,3,475.28,3,1,0,0,0,0,3,Low-Value Customers,3
25,3,345.46,1,2,0,0,0,0,1,Regular Customers,1
10,3,2614.74,1,2,0,0,0,0,1,Regular Customers,1
11,1,246.3,1,2,0,0,0,0,3,Regular Customers,1
33,5,2328.9700000000003,1,2,0,0,0,0,1,Regular Customers,1
46,3,4919.0,1,2,0,0,0,0,0,Regular Customers,1
26,3,933.26,1,2,0,0,0,0,1,Regular Customers,1
358,1,351.3,3,1,0,0,0,0,3,Low-Value Customers,3
10,1,218.75,1,2,0,0,0,0,3,Regular Customers,1
44,2,1612.69,1,2,0,0,0,0,1,Regular Customers,1
15,3,965.61,1,2,0,0,0,0,1,Regular Customers,1
150,1,610.01,3,1,0,0,0,0,3,Low-Value Customers,3
1,8,2708.61,1,2,0,0,0,0,1,Regular Customers,1
113,4,2207.4,1,2,0,0,0,0,1,Regular Customers,1
76,3,884.14,1,2,0,0,0,0,1,Regular Customers,1
107,2,696.89,1,2,0,0,0,0,3,Regular Customers,1
46,3,1063.95,1,2,0,0,0,0,1,Regular Customers,1
143,1,451.42,1,1,0,0,0,0,3,Regular Customers,1
51,1,415.8200000000001,1,2,0,0,0,0,3,Regular Customers,1
1,13,4206.39,1,2,0,0,0,0,0,Regular Customers,1
23,17,5488.18,0,2,0,0,0,0,0,High-Value Customers,0
46,3,784.58,1,2,0,0,0,0,1,Regular Customers,1
50,3,903.9,1,2,0,0,0,0,1,Regular Customers,1
306,4,3651.27,3,1,-1,-1,0,0,0,Low-Value Customers,3
36,5,515.77,1,2,0,0,0,0,1,Regular Customers,1
79,4,1391.98,1,2,0,0,0,0,1,Regular Customers,1
22,6,2218.62,1,2,0,0,0,0,1,Regular Customers,1
107,5,1801.14,1,2,0,0,0,0,1,Regular Customers,1
208,2,1303.91,3,1,0,0,0,0,0,Low-Value Customers,3
17,4,1945.33,1,2,0,0,0,0,1,Regular Customers,1
64,5,2100.6,1,2,0,0,0,0,1,Regular Customers,1
49,4,1905.45,1,2,0,0,0,0,1,Regular Customers,1
320,1,206.98,3,1,0,0,0,0,3,Low-Value Customers,3
44,2,570.96,1,2,0,0,0,0,3,Regular Customers,1
3,2,885.47,1,2,0,0,0,0,1,Regular Customers,1
372,1,15.0,3,1,0,0,0,0,3,Low-Value Customers,3
172,1,532.94,3,1,0,0,0,0,3,Low-Value Customers,3
56,3,1654.31,1,2,0,0,0,0,1,Regular Customers,1
73,13,1836.09,1,2,-1,0,0,0,0,Regular Customers,1
99,2,636.14,1,2,0,0,0,0,3,Regular Customers,1
38,1,576.0,1,2,0,0,0,0,3,Regular Customers,1
58,3,794.64,1,2,0,0,0,0,1,Regular Customers,1
254,1,836.79,3,1,0,0,0,0,3,Low-Value Customers,3
70,4,2225.15,1,2,0,0,0,0,1,Regular Customers,1
44,4,954.09,1,2,0,0,0,0,1,Regular Customers,1
50,1,137.37,1,2,0,0,0,0,3,Regular Customers,1
65,1,391.98,1,2,0,0,0,0,3,Regular Customers,1
11,19,33643.08,0,0,-1,-1,-1,-1,2,High-Value Customers,0
33,3,1048.49,1,2,0,0,0,0,1,Regular Customers,1
59,2,355.56,1,2,0,0,0,0,3,Regular Customers,1
73,4,1224.06,1,2,0,0,0,0,1,Regular Customers,1
304,1,118.95000000000002,3,1,0,0,0,0,3,Low-Value Customers,3
46,1,130.73999999999998,1,2,0,0,0,0,3,Regular Customers,1
18,8,3711.77,1,2,0,0,0,0,1,Regular Customers,1
38,2,389.27,1,2,0,0,0,0,3,Regular Customers,1
19,2,234.88,1,2,0,0,0,0,3,Regular Customers,1
187,2,160.71,3,1,0,0,0,0,3,Low-Value Customers,3
52,1,110.8,1,2,0,0,0,0,3,Regular Customers,1
4,11,2969.12,1,2,0,0,0,0,1,Regular Customers,1
137,5,712.24,1,1,0,0,0,0,0,Regular Customers,1
4,27,16143.64,0,2,-1,-1,1,0,2,High-Value Customers,0
19,1,297.0,1,2,0,0,0,0,3,Regular Customers,1
16,5,1427.57,1,2,0,0,0,0,1,Regular Customers,1
41,8,965.16,1,2,0,0,0,0,1,Regular Customers,1
12,9,3146.92,1,2,0,0,0,0,1,Regular Customers,1
8,4,832.88,1,2,0,0,0,0,1,Regular Customers,1
26,2,68.84,1,2,0,0,0,0,1,Regular Customers,1
22,6,1936.32,1,2,0,0,0,0,1,Regular Customers,1
41,3,895.13,1,2,0,0,0,0,1,Regular Customers,1
101,1,211.89,1,2,0,0,0,0,3,Regular Customers,1
5,15,3810.14,0,2,0,0,0,0,0,High-Value Customers,0
277,2,149.64,3,1,0,0,0,0,3,Low-Value Customers,3
33,1,351.44,1,2,0,0,0,0,3,Regular Customers,1
15,2,316.25,1,2,0,0,0,0,3,Regular Customers,1
64,7,4405.88,1,2,0,0,0,0,0,Regular Customers,1
2,2,490.33,1,2,0,0,0,0,3,Regular Customers,1
369,1,329.03000000000003,3,1,0,0,0,0,3,Low-Value Customers,3
312,5,501.39,3,1,0,0,0,0,0,Low-Value Customers,3
199,4,516.36,3,1,0,0,0,0,0,Low-Value Customers,3
2,2,396.48,1,2,0,0,0,0,3,Regular Customers,1
93,3,379.35,1,2,0,0,0,0,3,Regular Customers,1
60,1,181.09,1,2,0,0,0,0,3,Regular Customers,1
81,1,168.31,1,2,0,0,0,0,3,Regular Customers,1
157,2,420.07,3,1,0,0,0,0,3,Low-Value Customers,3
227,1,511.68,3,1,0,0,0,0,3,Low-Value Customers,3
253,2,258.25,3,1,0,0,0,0,3,Low-Value Customers,3
150,1,179.17,3,1,0,0,0,0,3,Low-Value Customers,3
194,2,208.59,3,1,0,0,0,0,3,Low-Value Customers,3
1,5,1383.83,1,2,0,0,0,0,1,Regular Customers,1
369,1,56.25,3,1,0,0,0,0,3,Low-Value Customers,3
24,1,337.28,1,2,0,0,0,0,3,Regular Customers,1
17,3,351.73,1,2,0,0,0,0,1,Regular Customers,1
10,7,5126.76,1,2,0,0,0,0,0,Regular Customers,1
8,1,164.68,1,2,0,0,0,0,3,Regular Customers,1
20,7,1567.69,1,2,0,0,0,0,1,Regular Customers,1
4,3,882.72,1,2,0,0,0,0,1,Regular Customers,1
174,1,191.94,3,1,0,0,0,0,3,Low-Value Customers,3
